"sku_id","name","price","original_price","stock","rating","review_count","url","image_url","category_id","created_at","updated_at","brand","price_name","rank","delivery_time","product_ids"
2498091502,"ЛУКОЙЛ (LUKOIL) Ультра 10W-40 Масло моторное, Полусинтетическое, 20 л",4675,7670,,,,https://www.ozon.ru/product/lukoyl-lukoil-ultra-10w-40-maslo-motornoe-polusinteticheskoe-20-l-2498091502/,https://ir.ozone.ru/s3/multimedia-q/wc500/6628164758.jpg,494163,2025-10-07 15:49:40.521,2025-10-26 11:02:14.438,"",,15,,
2658466860,Антифриз Sintec MULTIFREEZE 10 кг,2101,,,,,https://www.ozon.ru/product/antifriz-sintec-multifreeze-10-kg-2658466860/,https://ir.ozone.ru/s3/multimedia-1-i/wc500/7797434490.jpg,494163,2025-10-07 15:49:40.516,2025-10-26 19:02:21.611,"",,11,,
2673165892,"SINTEC PREMIUM 5W-30 Масло моторное, Синтетическое, 4 л",1841,3470,28,,,https://www.ozon.ru/product/sintec-premium-5w-30-maslo-motornoe-sinteticheskoe-4-l-2673165892/,https://ir.ozone.ru/s3/multimedia-1-c/wc500/7809271788.jpg,494163,2025-10-07 15:49:40.526,2025-10-26 19:02:21.617,"",,15,,
1629704972,"ЛУКОЙЛ (LUKOIL) 5W-30 Масло моторное, Синтетическое, 1 л",843,,,,,https://www.ozon.ru/product/lukoyl-lukoil-5w-30-maslo-motornoe-sinteticheskoe-1-l-1629704972/,https://ir.ozone.ru/s3/multimedia-1-2/wc500/7729039154.jpg,494163,2025-10-07 15:49:40.554,2025-10-26 19:02:21.637,"",,29,,
1629686856,"ЛУКОЙЛ (LUKOIL) 5W-30 Масло моторное, Синтетическое, 4 л",1983,3620,26,,,https://www.ozon.ru/product/lukoyl-lukoil-5w-30-maslo-motornoe-sinteticheskoe-4-l-1629686856/,https://ir.ozone.ru/s3/multimedia-1-x/wc500/7722981573.jpg,494163,2025-10-07 15:49:40.518,2025-10-26 19:02:21.616,"",,14,,
2529167199,"ЛУКОЙЛ (LUKOIL) GENESIS ARMORTECH JP 5W-30 Масло моторное, Синтетическое, 4 л",2173,,,,,https://www.ozon.ru/product/lukoyl-lukoil-genesis-armortech-jp-5w-30-maslo-motornoe-sinteticheskoe-4-l-2529167199/,https://ir.ozone.ru/s3/multimedia-1-h/wc500/7728821081.jpg,494163,2025-10-07 15:49:40.561,2025-10-26 19:02:21.640,"",,31,,
2671149862,"SINTEC PLATINUM 5W-30 Масло моторное, Синтетическое, 4 л",1769,,,,,https://www.ozon.ru/product/sintec-platinum-5w-30-maslo-motornoe-sinteticheskoe-4-l-2671149862/,https://ir.ozone.ru/s3/multimedia-1-f/wc500/7807610283.jpg,494163,2025-10-07 15:49:40.530,2025-10-26 19:02:21.608,"",,9,,
1606320734,Антифриз SINTEC ANTIFREEZE LUXE красный G12+ -40 1кг.,311,450,2,,,https://www.ozon.ru/product/antifriz-sintec-antifreeze-luxe-krasnyy-g12-40-1kg-1606320734/,https://ir.ozone.ru/s3/multimedia-1-d/wc500/7351735189.jpg,494163,2025-10-07 15:49:40.523,2025-10-26 19:02:21.614,"",,13,,
2530084859,"ЛУКОЙЛ (LUKOIL) GENESIS UNIVERSAL DIESEL 5W-30 Масло моторное, НС-синтетическое, 4 л",2018,,,,,https://www.ozon.ru/product/lukoyl-lukoil-genesis-universal-diesel-5w-30-maslo-motornoe-ns-sinteticheskoe-4-l-2530084859/,https://ir.ozone.ru/s3/multimedia-1-a/wc500/7729147414.jpg,494163,2025-10-07 15:49:40.559,2025-10-26 19:02:21.632,"",,26,,
2665789350,Антифриз Sapsan -40 Green 10кг,992,,,,1,https://www.ozon.ru/product/antifriz-sapsan-40-green-10kg-2665789350/,https://ir.ozone.ru/s3/multimedia-1-y/c600/8190588490.jpg,,2025-10-22 19:06:21.267,2025-10-26 19:06:20.914,,,,3,"60003"
